pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-150,z,99,3,24,z,1,1.061665300047025,None,24,3,99,3,,,,,275.5852542000357,,275.5696775999386,275.5852542000357,276.5681354000699,276.5681354000699,276.5681354000699,276.5681354000699,276.5849170999136,277.5688682999462,277.5688682999462,278.6358427000232,z,1,1.061665300047025,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
-50,x,0,0,0,x,1,2.9076392001006752,None,,,,,0,0,0,0,278.6518015000038,,278.64652490010485,278.6518015000038,279.65185689995997,279.65185689995997,279.65185689995997,279.65185689995997,279.65185689995997,280.6350606000051,280.6350606000051,283.5529797000345,,,,,x,1,2.9076392001006752,None,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
150,v,1,1,0,v,1,0.6598200001753867,None,,,,,0,1,1,1,283.5686550999526,,283.5541429000441,283.5686550999526,284.5685340000782,284.5685340000782,284.5685340000782,284.5685340000782,284.5685340000782,285.56869790004566,285.56869790004566,286.2359048000071,,,,,v,1,0.6598200001753867,None,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
150,v,2,2,1,v,1,2.027265600161627,None,,,,,1,2,2,1,286.2517633999232,,286.23646360007115,286.2517633999232,287.2350868000649,287.2350868000649,287.2350868000649,287.2350868000649,287.25198590010405,288.23498619999737,288.23498619999737,290.2697568999138,,,,,v,1,2.027265600161627,None,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
50,c,3,3,0,c,1,4.259668699931353,None,,,,,0,3,3,2,290.28517909999937,,290.2707970000338,290.28517909999937,291.2848318000324,291.2848318000324,291.2848318000324,291.2848318000324,291.2848318000324,292.28520580008626,292.28520580008626,296.5528867999092,,,,,c,1,4.259668699931353,None,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
150,v,4,4,2,v,1,1.1487014999147505,None,,,,,2,4,4,1,296.56862029992044,,296.5539200999774,296.56862029992044,297.56851499993354,297.56851499993354,297.56851499993354,297.56851499993354,297.56851499993354,298.5684182001278,298.5684182001278,299.71894060005434,,,,,v,1,1.1487014999147505,None,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
150,v,5,5,3,v,1,0.8090234999544919,None,,,,,3,5,5,1,299.73498439998366,,299.7194717999082,299.73498439998366,300.7185488000978,300.7185488000978,300.7185488000978,300.7185488000978,300.7353131000418,301.71885489998385,301.71885489998385,302.5363243999891,,,,,v,1,0.8090234999544919,None,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
50,c,6,6,1,c,1,0.6511314001400024,None,,,,,1,6,6,2,302.5520645000506,,302.5372009000275,302.5520645000506,303.55165280005895,303.55165280005895,303.55165280005895,303.55165280005895,303.55165280005895,304.55184289999306,304.55184289999306,305.2194070999976,,,,,c,1,0.6511314001400024,None,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
50,c,7,7,2,c,1,1.7232003998942673,None,,,,,2,7,7,2,305.2350302999839,,305.22003239998594,305.2350302999839,306.2349513999652,306.2349513999652,306.2349513999652,306.2349513999652,306.2349513999652,307.23527549998835,307.23527549998835,308.96929659997113,,,,,c,1,1.7232003998942673,None,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
-50,x,8,8,1,x,1,1.7032314999960363,None,,,,,1,8,8,0,308.98495860002004,,308.9699375999626,308.98495860002004,309.9683785000816,309.9683785000816,309.9683785000816,309.9683785000816,309.9857165000867,310.96856650011614,310.96856650011614,312.6859712000005,,,,,x,1,1.7032314999960363,None,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
50,c,9,9,3,c,1,2.0702633999753743,None,,,,,3,9,9,2,312.7021192999091,,312.68649320001714,312.7021192999091,313.68503549997695,313.68503549997695,313.68503549997695,313.68503549997695,313.7021872000769,314.685194300022,314.685194300022,316.7689457000233,,,,,c,1,2.0702633999753743,None,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
